PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Money Market Account,F,29,Single,Other
Personal Loan,F,29,Single,Other
Citigold,M,21,Single,Student
Credit Card,F,34,Married,Other
Checking Account,F,38,Married,Executive
Money Market Account,F,38,Married,Executive
Money Market Account,M,40,Married,Trades
Money Market Account,M,40,Married,Trades
Checking Account,F,24,Single,Professional
Checking Account,F,25,Single,Sales
Personal Loan,M,24,Single,Retail
Personal Loan,M,24,Single,Retail
Money Market Account,M,35,Married,Other
Money Market Account,M,31,Married,Executive
Checking Account,F,43,Married,Sales
Checking Account,F,27,Single,Sales
Money Market Account,F,43,Married,Other
Money Market Account,F,43,Married,Other
Checking Account,F,26,Single,Professional
Money Market Account,F,35,Married,Other
Money Market Account,M,21,Single,Other
Checking Account,F,37,Single,Other
Money Market Account,F,42,Married,Executive
Citigold,F,42,Married,Executive
Checking Account,F,39,Single,Professional
Checking Account,M,30,Married,Sales
Checking Account,F,20,Single,Other
Personal Loan,F,20,Single,Professional
Personal Loan,F,20,Single,Professional
Personal Loan,F,20,Single,Professional
Checking Account,F,20,Single,Professional
Money Market Account,M,44,Married,Executive
Money Market Account,F,33,Married,Other
Money Market Account,F,33,Married,Other
Money Market Account,F,33,Married,Other
Checking Account,F,21,Single,Professional
Money Market Account,M,20,Single,Professional
Personal Loan,M,36,Single,Other
Money Market Account,M,36,Single,Other
Credit Card,F,46,Unspecified,Hospitality
Checking Account,F,26,Single,Student
Money Market Account,F,45,Married,Executive
Money Market Account,F,25,Single,Other
Money Market Account,M,22,Single,Other
Money Market Account,M,33,Single,Professional
Checking Account,F,29,Single,Student
Money Market Account,F,47,Married,Hospitality
Checking Account,M,43,Married,Professional
Personal Loan,M,27,Single,Trades
Citigold,M,27,Single,Trades
Money Market Account,M,36,Married,Other
Money Market Account,M,22,Single,Other
Checking Account,F,25,Single,Professional
Checking Account,F,25,Single,Student
Checking Account,F,25,Single,Other
Checking Account,F,19,Single,Sales
Personal Loan,M,44,Married,Executive
Money Market Account,F,49,Married,Hospitality
Personal Loan,M,29,Single,Other
Citigold,M,29,Single,Other
Checking Account,F,29,Married,Sales
Checking Account,F,21,Single,Student
Personal Loan,F,24,Single,Professional
Personal Loan,F,24,Single,Professional
Personal Loan,F,24,Single,Professional
Personal Loan,F,24,Single,Professional
Money Market Account,M,39,Unspecified,Sales
Credit Card,M,41,Married,Professional
Credit Card,M,41,Married,Professional
Credit Card,M,41,Married,Professional
Credit Card,M,41,Married,Professional
Checking Account,M,36,Married,Trades
Personal Loan,M,36,Married,Trades
Checking Account,F,30,Married,Retail
Citigold,M,24,Single,Student
Personal Loan,M,27,Single,Trades
Money Market Account,M,27,Single,Trades
Money Market Account,M,27,Single,Trades
Checking Account,F,61,Married,Other
Citigold,F,61,Married,Other
Checking Account,M,38,Married,Professional
Money Market Account,M,23,Single,Sales
Checking Account,F,18,Single,Retail
Personal Loan,M,25,Single,Sales
Money Market Account,M,26,Single,Other
Money Market Account,M,26,Single,Other
Checking Account,F,38,Single,Retail
Checking Account,F,26,Married,Executive
Checking Account,F,26,Married,Executive
Personal Loan,M,38,Married,Trades
Money Market Account,M,38,Married,Trades
Money Market Account,M,38,Married,Trades
Money Market Account,M,38,Married,Trades
Checking Account,F,24,Single,Other
Credit Card,F,24,Single,Other
Money Market Account,F,24,Single,Other
Money Market Account,M,34,Married,Executive
Money Market Account,M,34,Married,Executive
Money Market Account,M,34,Married,Executive
Money Market Account,M,34,Married,Executive
Checking Account,F,21,Single,Student
Checking Account,F,21,Single,Student
Citigold,M,21,Single,Student
Checking Account,M,21,Single,Student
Checking Account,M,21,Single,Student
Checking Account,F,36,Single,Professional
Checking Account,F,36,Single,Professional
Money Market Account,M,32,Married,Sales
Personal Loan,M,32,Married,Sales
Personal Loan,M,32,Married,Sales
Personal Loan,M,32,Married,Sales
Checking Account,M,32,Married,Sales
Personal Loan,F,36,Unspecified,Other
Checking Account,F,36,Unspecified,Other
Checking Account,M,19,Single,Student
Checking Account,M,19,Single,Student
Checking Account,M,19,Single,Student
Checking Account,M,19,Single,Student
Checking Account,M,21,Unspecified,Other
Personal Loan,M,21,Unspecified,Other
Checking Account,M,21,Unspecified,Other
Checking Account,F,38,Married,Executive
Checking Account,F,38,Married,Executive
Money Market Account,M,34,Married,Other
Money Market Account,M,34,Married,Other
Money Market Account,M,34,Married,Other
Money Market Account,F,44,Married,Other
Money Market Account,F,44,Married,Other
Money Market Account,F,44,Married,Other
Money Market Account,F,44,Married,Other
Citigold,F,44,Married,Other
Money Market Account,F,47,Married,Other
Citigold,F,47,Married,Other
Money Market Account,F,47,Married,Other
Money Market Account,F,47,Married,Other
Money Market Account,F,47,Married,Other
Checking Account,F,30,Single,Other
Checking Account,F,30,Single,Other
Money Market Account,M,28,Married,Professional
Personal Loan,M,28,Married,Professional
Checking Account,M,28,Married,Professional
Personal Loan,M,28,Married,Professional
Credit Card,M,28,Married,Professional
Money Market Account,M,23,Single,Professional
Money Market Account,M,23,Single,Professional
Checking Account,M,23,Single,Professional
Credit Card,M,23,Single,Professional
Checking Account,F,56,Unspecified,Hospitality
Checking Account,F,56,Unspecified,Hospitality
Citigold,F,56,Unspecified,Hospitality
Money Market Account,F,35,Unspecified,Hospitality
Money Market Account,F,35,Unspecified,Hospitality
Citigold,F,35,Unspecified,Hospitality
Money Market Account,F,44,Married,Other
Money Market Account,F,44,Married,Other
Citigold,F,44,Married,Other
Money Market Account,F,44,Married,Other
Money Market Account,F,44,Married,Other
Money Market Account,M,38,Married,Executive
Money Market Account,M,38,Married,Executive
Money Market Account,M,38,Married,Executive
Checking Account,F,28,Single,Other
Checking Account,F,28,Single,Other
Checking Account,F,21,Single,Student
Checking Account,F,21,Single,Student
Checking Account,M,34,Unspecified,Professional
Checking Account,M,34,Unspecified,Professional
Personal Loan,F,20,Single,Professional
Personal Loan,F,20,Single,Professional
Checking Account,F,20,Single,Professional
Personal Loan,F,25,Single,Professional
Personal Loan,F,25,Single,Professional
Checking Account,F,25,Single,Professional
Money Market Account,M,24,Single,Other
Citigold,M,24,Single,Other
Checking Account,M,24,Single,Other
Personal Loan,M,30,Single,Other
Personal Loan,M,30,Single,Other
Checking Account,M,23,Single,Sales
Money Market Account,M,23,Single,Sales
Checking Account,F,28,Single,Retail
Checking Account,F,28,Single,Retail
Money Market Account,F,43,Married,Other
Money Market Account,F,43,Married,Other
Money Market Account,F,43,Married,Other
Checking Account,F,38,Unspecified,Other
Money Market Account,F,38,Unspecified,Other
Checking Account,F,38,Unspecified,Other
Money Market Account,M,43,Married,Executive
Citigold,M,43,Married,Executive
Checking Account,F,25,Single,Professional
Checking Account,F,25,Single,Professional
Checking Account,M,33,Single,Other
Money Market Account,M,33,Single,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,38,Married,Trades
Money Market Account,M,38,Married,Trades
Money Market Account,M,38,Married,Trades
Money Market Account,M,31,Married,Trades
Money Market Account,M,31,Married,Trades
Money Market Account,M,31,Married,Trades
Money Market Account,M,31,Married,Trades
Credit Card,F,34,Married,Other
Credit Card,F,34,Married,Other
Credit Card,F,34,Married,Other
Credit Card,F,34,Married,Other
Credit Card,F,34,Married,Other
Money Market Account,F,48,Unspecified,Hospitality
Money Market Account,F,48,Unspecified,Hospitality
Money Market Account,F,48,Unspecified,Hospitality
Money Market Account,F,48,Unspecified,Hospitality
Money Market Account,F,48,Unspecified,Hospitality
Checking Account,M,21,Single,Other
Personal Loan,M,21,Single,Other
Checking Account,F,25,Single,Student
Checking Account,F,25,Single,Student
Checking Account,M,25,Married,Other
Checking Account,M,25,Married,Other
Credit Card,M,51,Married,Other
Credit Card,M,51,Married,Other
Credit Card,M,51,Married,Other
Checking Account,M,51,Married,Other
Money Market Account,M,37,Married,Sales
Money Market Account,M,37,Married,Sales
Money Market Account,M,37,Married,Sales
Checking Account,F,31,Single,Retail
Checking Account,F,31,Single,Retail
Checking Account,F,22,Single,Retail
Checking Account,F,22,Single,Retail
Checking Account,F,30,Single,Professional
Checking Account,F,30,Single,Professional
Money Market Account,F,30,Single,Professional
Checking Account,F,39,Single,Professional
Checking Account,F,39,Single,Professional
Checking Account,F,39,Single,Professional
Checking Account,F,23,Single,Other
Checking Account,F,23,Single,Other
Checking Account,F,39,Married,Other
Money Market Account,F,39,Married,Other
Checking Account,F,39,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Personal Loan,M,30,Married,Other
Personal Loan,M,30,Married,Other
Personal Loan,M,30,Married,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Credit Card,M,47,Married,Other
Credit Card,M,47,Married,Other
Personal Loan,M,45,Unspecified,Trades
Money Market Account,M,45,Unspecified,Trades
Checking Account,M,45,Unspecified,Trades
Personal Loan,M,39,Single,Other
Personal Loan,M,39,Single,Other
Money Market Account,M,39,Single,Other
Money Market Account,M,39,Single,Other
Money Market Account,F,26,Married,Retail
Money Market Account,F,26,Married,Retail
Checking Account,F,26,Married,Retail
Money Market Account,M,26,Married,Other
Money Market Account,M,26,Married,Other
Money Market Account,M,26,Married,Other
Checking Account,F,23,Single,Other
Checking Account,F,23,Single,Other
Money Market Account,F,31,Married,Other
Money Market Account,F,31,Married,Other
Citigold,F,31,Married,Other
Money Market Account,F,31,Married,Other
Checking Account,F,25,Single,Professional
Checking Account,F,25,Single,Professional
Checking Account,F,34,Single,Other
Checking Account,F,34,Single,Other
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Checking Account,M,27,Single,Retail
Money Market Account,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Personal Loan,M,27,Single,Retail
Checking Account,M,27,Single,Retail
Personal Loan,M,20,Single,Other
Personal Loan,M,20,Single,Other
Personal Loan,M,20,Single,Other
Personal Loan,M,20,Single,Other
Checking Account,M,20,Single,Other
Money Market Account,M,51,Unspecified,Other
Checking Account,M,51,Unspecified,Other
Personal Loan,M,36,Single,Sales
Personal Loan,M,36,Single,Sales
Personal Loan,M,20,Single,Sales
Personal Loan,M,20,Single,Sales
Checking Account,M,20,Single,Sales
Money Market Account,M,21,Single,Trades
Money Market Account,F,31,Married,Other
Credit Card,F,51,Married,Other
Money Market Account,M,24,Single,Other
Personal Loan,F,29,Unspecified,Professional
Personal Loan,M,28,Single,Professional
Checking Account,F,26,Single,Sales
Checking Account,F,38,Single,Retail
Personal Loan,F,20,Single,Student
Personal Loan,M,26,Single,Trades
Checking Account,F,48,Married,Professional
Checking Account,F,19,Single,Other
Money Market Account,F,30,Married,Other
Checking Account,F,30,Married,Other
Money Market Account,M,26,Married,Executive
Checking Account,M,26,Married,Executive
Checking Account,F,25,Single,Retail
Checking Account,M,30,Married,Other
Money Market Account,F,36,Married,Sales
Personal Loan,F,36,Married,Sales
Money Market Account,F,22,Single,Hospitality
Money Market Account,F,22,Single,Hospitality
Checking Account,F,34,Single,Retail
Checking Account,F,28,Single,Professional
Money Market Account,F,32,Married,Other
Money Market Account,M,35,Married,Trades
Personal Loan,M,41,Single,Other
Personal Loan,M,41,Single,Other
Money Market Account,M,32,Single,Professional
Checking Account,M,24,Single,Other
Checking Account,M,23,Single,Student
Personal Loan,M,40,Married,Executive
Checking Account,F,48,Married,Other
Money Market Account,M,30,Single,Professional
Checking Account,F,39,Married,Other
Checking Account,F,39,Married,Other
Checking Account,F,39,Married,Other
Credit Card,F,39,Married,Other
Money Market Account,F,39,Married,Other
Checking Account,F,25,Single,Professional
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Money Market Account,M,41,Married,Other
Citigold,F,23,Married,Other
Money Market Account,M,34,Married,Executive
Money Market Account,M,43,Married,Other
Personal Loan,M,29,Single,Professional
Money Market Account,M,29,Single,Professional
Personal Loan,F,21,Single,Other
Money Market Account,M,37,Married,Sales
Checking Account,F,33,Single,Other
Money Market Account,M,36,Married,Professional
Money Market Account,M,36,Married,Professional
Credit Card,M,36,Married,Professional
Personal Loan,M,28,Single,Other
Personal Loan,M,28,Single,Other
Money Market Account,M,28,Single,Other
Money Market Account,M,33,Married,Other
Money Market Account,M,33,Married,Other
Money Market Account,M,20,Single,Professional
Money Market Account,F,31,Married,Professional
Checking Account,F,31,Married,Professional
Checking Account,F,29,Single,Professional
Credit Card,F,37,Married,Other
Credit Card,F,37,Married,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Personal Loan,M,20,Single,Sales
Personal Loan,M,20,Single,Sales
Money Market Account,M,33,Single,Professional
Checking Account,M,33,Single,Professional
Money Market Account,F,38,Married,Other
Money Market Account,F,38,Married,Other
Money Market Account,F,27,Single,Student
Checking Account,M,29,Single,Professional
Checking Account,F,26,Single,Sales
Checking Account,F,59,Married,Retired
Checking Account,M,36,Single,Sales
Checking Account,F,20,Single,Professional
Personal Loan,F,27,Single,Other
Personal Loan,F,27,Single,Other
Money Market Account,F,31,Married,Executive
Checking Account,M,38,Unspecified,Trades
Credit Card,F,32,Married,Other
Credit Card,F,32,Married,Other
Checking Account,F,46,Married,Professional
Money Market Account,F,39,Married,Executive
Citigold,F,39,Married,Executive
Checking Account,M,40,Married,Other
Checking Account,F,19,Single,Other
Money Market Account,M,42,Married,Sales
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Checking Account,F,26,Single,Professional
Citigold,F,28,Married,Retail
Checking Account,M,30,Single,Professional
Money Market Account,M,34,Married,Sales
Checking Account,M,26,Married,Other
Credit Card,M,59,Married,Other
Checking Account,F,39,Married,Executive
Personal Loan,M,38,Single,Executive
Money Market Account,M,38,Single,Executive
Personal Loan,F,26,Married,Other
Checking Account,F,66,Married,Other
Checking Account,M,33,Married,Other
Money Market Account,M,33,Married,Other
Checking Account,F,32,Unspecified,Sales
Citigold,M,21,Single,Student
Checking Account,M,21,Single,Student
Personal Loan,F,29,Married,Other
Checking Account,F,29,Married,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,25,Single,Other
Citigold,F,25,Single,Other
Personal Loan,M,21,Single,Sales
Personal Loan,M,21,Single,Sales
Credit Card,M,58,Unspecified,Other
Credit Card,M,58,Unspecified,Other
Credit Card,M,58,Unspecified,Other
Credit Card,M,48,Married,Professional
Credit Card,M,48,Married,Professional
Checking Account,F,22,Single,Student
Personal Loan,M,26,Single,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,26,Single,Other
Money Market Account,M,26,Single,Other
Money Market Account,F,46,Married,Executive
Money Market Account,F,46,Married,Executive
Money Market Account,F,46,Married,Executive
Checking Account,F,26,Single,Retail
Money Market Account,F,36,Unspecified,Hospitality
Personal Loan,F,26,Single,Student
Checking Account,F,26,Single,Student
Money Market Account,F,45,Married,Executive
Money Market Account,F,45,Married,Executive
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,28,Single,Other
Personal Loan,M,19,Single,Sales
Checking Account,M,19,Single,Sales
Checking Account,M,25,Single,Retail
Checking Account,M,25,Single,Retail
Checking Account,M,25,Single,Retail
Checking Account,F,33,Single,Other
Checking Account,M,20,Single,Student
Checking Account,F,41,Married,Sales
Checking Account,F,26,Single,Other
Money Market Account,M,23,Single,Other
Money Market Account,M,23,Single,Other
Personal Loan,M,28,Single,Other
Money Market Account,M,28,Single,Sales
Money Market Account,M,22,Single,Executive
Checking Account,M,22,Single,Executive
Checking Account,F,39,Unspecified,Sales
Checking Account,F,20,Single,Student
Checking Account,F,37,Married,Sales
Personal Loan,F,27,Married,Other
Personal Loan,F,27,Married,Other
Checking Account,F,27,Married,Other
Citigold,F,27,Married,Other
Credit Card,F,35,Married,Other
Credit Card,F,35,Married,Other
Credit Card,F,35,Married,Other
Personal Loan,F,26,Single,Student
Personal Loan,F,26,Single,Student
Personal Loan,F,26,Single,Student
Checking Account,F,35,Married,Executive
Money Market Account,M,35,Married,Sales
Checking Account,M,35,Married,Sales
Personal Loan,F,26,Married,Other
Personal Loan,F,25,Single,Professional
Personal Loan,F,25,Single,Professional
Personal Loan,F,25,Single,Professional
Checking Account,F,33,Married,Other
Checking Account,F,27,Single,Student
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,39,Married,Other
Checking Account,F,22,Single,Professional
Checking Account,M,26,Single,Other
Money Market Account,M,26,Married,Sales
Money Market Account,M,33,Married,Executive
Money Market Account,M,33,Married,Executive
Money Market Account,F,20,Single,Hospitality
Credit Card,F,41,Married,Hospitality
Credit Card,F,41,Married,Hospitality
Checking Account,F,29,Married,Other
Money Market Account,F,48,Married,Executive
Credit Card,M,49,Married,Trades
Checking Account,M,49,Married,Trades
Personal Loan,F,47,Married,Hospitality
Money Market Account,M,21,Single,Professional
Money Market Account,M,21,Single,Professional
Checking Account,F,63,Married,Other
Money Market Account,F,47,Married,Executive
Checking Account,F,37,Married,Sales
Checking Account,F,41,Married,Other
Money Market Account,M,37,Married,Trades
Money Market Account,M,37,Married,Trades
Money Market Account,F,32,Married,Hospitality
Money Market Account,F,34,Married,Other
Credit Card,F,44,Unspecified,Hospitality
Credit Card,F,44,Unspecified,Hospitality
Credit Card,F,44,Unspecified,Hospitality
Credit Card,F,44,Unspecified,Hospitality
Money Market Account,M,43,Single,Professional
Money Market Account,F,35,Unspecified,Hospitality
Money Market Account,F,35,Unspecified,Hospitality
Money Market Account,M,36,Married,Sales
Money Market Account,M,36,Married,Sales
Checking Account,F,40,Married,Sales
Checking Account,F,24,Single,Other
Money Market Account,F,29,Single,Other
Money Market Account,F,47,Married,Executive
Checking Account,F,47,Married,Executive
Personal Loan,F,25,Married,Other
Personal Loan,F,25,Married,Other
Personal Loan,F,25,Married,Other
Checking Account,F,28,Married,Sales
Checking Account,F,32,Single,Professional
Personal Loan,F,26,Single,Other
Checking Account,F,26,Single,Other
Personal Loan,M,30,Single,Trades
Money Market Account,F,37,Married,Other
Money Market Account,F,37,Married,Other
Money Market Account,F,37,Married,Other
Money Market Account,M,22,Single,Other
Money Market Account,M,22,Single,Other
Money Market Account,F,28,Single,Hospitality
Money Market Account,M,37,Married,Trades
Money Market Account,M,37,Married,Trades
Money Market Account,M,37,Married,Trades
Credit Card,M,59,Unspecified,Other
Credit Card,M,59,Unspecified,Other
Checking Account,M,40,Married,Other
Money Market Account,M,43,Married,Sales
Checking Account,F,36,Single,Retail
Checking Account,F,32,Married,Executive
Checking Account,F,62,Married,Other
Checking Account,F,44,Unspecified,Hospitality
Money Market Account,M,21,Single,Trades
Personal Loan,M,40,Single,Sales
Personal Loan,M,40,Single,Sales
Money Market Account,M,38,Married,Executive
Money Market Account,M,33,Married,Other
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,M,39,Married,Other
Checking Account,M,39,Married,Other
Checking Account,F,41,Unspecified,Sales
Personal Loan,F,41,Unspecified,Sales
Personal Loan,F,39,Married,Other
Personal Loan,F,39,Married,Other
Personal Loan,F,39,Married,Other
Money Market Account,F,32,Married,Executive
Checking Account,M,44,Married,Other
Checking Account,M,28,Unspecified,Sales
Checking Account,F,45,Married,Executive
Checking Account,F,66,Unspecified,Hospitality
Money Market Account,F,27,Single,Hospitality
Personal Loan,M,33,Single,Professional
Personal Loan,M,33,Single,Professional
Money Market Account,M,46,Unspecified,Trades
Checking Account,M,46,Unspecified,Trades
Money Market Account,M,40,Married,Trades
Credit Card,M,58,Married,Trades
Credit Card,M,58,Married,Trades
Credit Card,M,58,Married,Trades
Money Market Account,M,42,Married,Executive
Money Market Account,M,42,Married,Executive
Credit Card,M,43,Married,Professional
Credit Card,M,43,Married,Professional
Checking Account,F,20,Single,Other
Personal Loan,F,22,Unspecified,Other
Checking Account,F,22,Unspecified,Other
Personal Loan,F,27,Married,Other
Checking Account,F,49,Married,Other
Checking Account,F,28,Single,Sales
Money Market Account,M,28,Single,Other
Money Market Account,M,28,Single,Other
Checking Account,M,28,Single,Other
Credit Card,M,54,Married,Professional
Checking Account,M,54,Married,Professional
Checking Account,F,19,Single,Professional
Money Market Account,M,41,Married,Executive
Personal Loan,M,41,Married,Executive
Personal Loan,M,37,Married,Professional
Personal Loan,M,44,Single,Other
Personal Loan,M,44,Single,Other
Checking Account,F,27,Single,Student
Checking Account,F,36,Married,Professional
Checking Account,F,20,Single,Other
Money Market Account,F,42,Married,Other
Credit Card,M,50,Married,Retired
Checking Account,M,50,Married,Retired
Checking Account,F,33,Single,Other
Money Market Account,M,34,Married,Other
Money Market Account,M,34,Married,Other
Credit Card,M,59,Married,Trades
Checking Account,M,59,Married,Trades
Money Market Account,M,40,Married,Professional
Checking Account,F,24,Single,Sales
Credit Card,M,47,Married,Other
Checking Account,M,47,Married,Other
Money Market Account,M,27,Married,Other
Money Market Account,M,27,Married,Other
Money Market Account,M,38,Married,Executive
Checking Account,F,46,Unspecified,Hospitality
Citigold,F,46,Unspecified,Hospitality
Checking Account,F,38,Married,Executive
Money Market Account,M,29,Single,Sales
Money Market Account,M,29,Single,Sales
Credit Card,M,25,Unspecified,Sales
Credit Card,M,25,Unspecified,Sales
Checking Account,M,25,Unspecified,Sales
Money Market Account,M,30,Married,Other
Checking Account,F,34,Single,Other
Checking Account,F,60,Unspecified,Hospitality
Citigold,F,60,Unspecified,Hospitality
Personal Loan,M,19,Single,Retail
Money Market Account,M,19,Single,Retail
Money Market Account,M,39,Married,Other
Money Market Account,M,31,Single,Student
Checking Account,F,28,Single,Other
Checking Account,F,21,Single,Professional
Money Market Account,M,29,Single,Professional
Money Market Account,M,29,Single,Professional
Checking Account,F,37,Married,Other
Money Market Account,F,37,Married,Other
Money Market Account,M,31,Married,Other
Checking Account,F,50,Married,Retired
Checking Account,M,28,Married,Professional
Checking Account,F,27,Single,Sales
Checking Account,F,42,Married,Sales
Checking Account,M,32,Married,Other
Money Market Account,M,40,Married,Executive
Money Market Account,M,24,Single,Sales
Money Market Account,M,24,Single,Sales
Checking Account,F,57,Unspecified,Hospitality
Money Market Account,M,28,Single,Sales
Credit Card,M,27,Unspecified,Sales
Credit Card,M,44,Married,Other
Checking Account,F,38,Single,Retail
Checking Account,F,68,Married,Other
Checking Account,F,63,Married,Other
Money Market Account,F,28,Single,Other
Checking Account,F,54,Married,Professional
Money Market Account,M,21,Single,Other
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,M,36,Married,Other
Personal Loan,M,38,Single,Other
Personal Loan,M,38,Single,Other
Money Market Account,M,38,Single,Other
Money Market Account,M,37,Married,Sales
Money Market Account,M,37,Married,Sales
Money Market Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Checking Account,F,28,Married,Executive
Money Market Account,M,26,Married,Sales
Credit Card,M,26,Married,Sales
Money Market Account,M,34,Married,Other
Money Market Account,M,27,Single,Trades
Money Market Account,M,25,Married,Sales
Credit Card,M,25,Married,Sales
Credit Card,F,43,Unspecified,Hospitality
Credit Card,F,43,Unspecified,Hospitality
Credit Card,F,43,Unspecified,Hospitality
Money Market Account,F,23,Single,Hospitality
Money Market Account,F,23,Single,Hospitality
Checking Account,F,31,Single,Professional
Money Market Account,F,46,Married,Executive
Credit Card,M,58,Married,Other
Checking Account,M,58,Married,Other
Checking Account,F,28,Single,Other
Money Market Account,M,31,Married,Other
Checking Account,M,31,Married,Other
Checking Account,M,37,Single,Other
Checking Account,F,35,Unspecified,Other
Citigold,F,35,Unspecified,Other
Money Market Account,F,48,Married,Retired
Money Market Account,F,48,Married,Retired
Money Market Account,M,34,Single,Professional
Checking Account,M,34,Single,Professional
Checking Account,F,20,Single,Professional
Money Market Account,F,28,Single,Other
Money Market Account,M,38,Married,Trades
Money Market Account,F,20,Single,Other
Checking Account,F,20,Single,Other
Checking Account,M,29,Single,Other
Checking Account,F,67,Married,Other
Personal Loan,F,21,Single,Student
Checking Account,F,27,Single,Student
Checking Account,F,44,Married,Sales
Money Market Account,M,30,Single,Trades
Checking Account,F,53,Married,Other
Personal Loan,M,26,Single,Trades
Money Market Account,F,47,Unspecified,Hospitality
Money Market Account,F,47,Unspecified,Hospitality
Checking Account,M,29,Single,Other
Checking Account,M,30,Married,Sales
Money Market Account,M,30,Married,Sales
Checking Account,M,30,Married,Sales
Personal Loan,M,30,Married,Sales
Money Market Account,M,30,Married,Sales
Personal Loan,M,23,Single,Sales
Credit Card,M,52,Married,Retired
Checking Account,M,28,Unspecified,Other
Checking Account,F,58,Unspecified,Hospitality
Money Market Account,M,37,Married,Sales
Money Market Account,F,35,Unspecified,Hospitality
Money Market Account,M,19,Single,Other
Money Market Account,M,29,Single,Professional
Money Market Account,M,29,Single,Professional
Money Market Account,M,34,Married,Other
Credit Card,M,40,Married,Retired
Checking Account,M,40,Married,Retired
Money Market Account,M,31,Married,Other
Personal Loan,M,34,Single,Professional
Money Market Account,F,40,Married,Other
Checking Account,F,45,Married,Retail
Money Market Account,M,31,Single,Other
Credit Card,M,31,Single,Other
Citigold,M,30,Single,Trades
Checking Account,F,30,Single,Professional
Money Market Account,M,26,Single,Sales
Checking Account,M,27,Single,Sales
Money Market Account,F,46,Married,Hospitality
Checking Account,F,33,Single,Professional
Money Market Account,F,40,Married,Other
Personal Loan,M,40,Single,Executive
Personal Loan,M,40,Single,Executive
Money Market Account,M,23,Single,Other
Credit Card,M,58,Married,Other
Checking Account,F,37,Single,Other
Money Market Account,F,42,Married,Other
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,F,48,Married,Executive
Money Market Account,M,19,Single,Other
Money Market Account,M,19,Single,Other
Money Market Account,M,37,Married,Trades
Money Market Account,M,37,Married,Trades
Money Market Account,M,37,Married,Trades
Money Market Account,M,22,Single,Trades
Money Market Account,M,22,Single,Trades
Checking Account,F,42,Married,Other
Checking Account,F,42,Married,Other
Money Market Account,F,42,Married,Other
Checking Account,M,29,Single,Sales
Money Market Account,M,20,Single,Professional
Money Market Account,F,27,Single,Hospitality
Money Market Account,M,35,Married,Other
Checking Account,F,46,Married,Other
Checking Account,F,43,Married,Other
Citigold,F,43,Married,Other
Checking Account,F,20,Single,Sales
Checking Account,F,20,Single,Sales
Checking Account,F,21,Single,Retail
Checking Account,M,38,Married,Professional
Checking Account,F,34,Single,Other
Money Market Account,F,35,Married,Retail
Personal Loan,M,36,Single,Executive
Money Market Account,F,24,Married,Retail
Money Market Account,F,24,Married,Retail
Money Market Account,F,24,Married,Retail
Checking Account,F,24,Married,Retail
Checking Account,M,26,Married,Professional
Checking Account,F,27,Single,Professional
Money Market Account,M,21,Single,Student
Personal Loan,F,23,Single,Professional
Personal Loan,F,23,Single,Professional
Personal Loan,F,23,Single,Professional
Checking Account,F,23,Single,Professional
Personal Loan,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Money Market Account,M,42,Married,Sales
Money Market Account,F,30,Married,Other
Money Market Account,F,30,Married,Other
Money Market Account,M,36,Married,Sales
Money Market Account,M,34,Married,Sales
Personal Loan,F,27,Single,Professional
Personal Loan,F,27,Single,Professional
Personal Loan,M,26,Married,Other
Money Market Account,F,28,Married,Other
Checking Account,F,28,Married,Other
Money Market Account,F,37,Married,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,20,Single,Other
Personal Loan,M,28,Single,Trades
Credit Card,M,53,Married,Professional
Credit Card,M,53,Married,Professional
Money Market Account,M,42,Married,Other
Checking Account,F,29,Married,Sales
Money Market Account,M,27,Married,Other
Personal Loan,M,27,Married,Other
