ID,Comments
34739,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
34746,Your customer handset was really bad. I had to wait forever to get help.
34751,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
34782,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
34784,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
34791,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
34797,Wants to know when we will unlimited Internet perks.
34814,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
34828,He claims his bill always seemed to have calls he did not make.
34834,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
34838,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
34845,Called to change his address and see if he could get a new number since he is moving to a different city.
34847,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
34850,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
34853,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
34861,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
34865,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
34876,cant figure out how to check his vm when out of area. I referred him to our web site.
34889,He found a better rate and no contract. He said he cold not wait until his contract expired.
34890,Does not understand why he gets charged for roaming. I referred him to the web site.
34909,transferred to manager ASAP
34912,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
34925,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
34928,I expected significantly better service.
34934,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
34942,Wants to change adress.
34944,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
34953,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
34956,Wants to know how to do credit card. Referred him to web site.
34962,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
34967,I had a terrible time with the handset. It really did not work well.
34968,The signal on my handset was always weak. Even when I replaced the debit card.
34971,Hopes to get an additonal loan working by the end of the week for his wife.
34978,The handset really sucked. I could not hear anything near my house.
34980,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
34983,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
34992,Wants to change rate accounts to get family all on same bill. I transferred him to cust-omer care.
34993,bank account sucked
34994,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
34995,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
34999,Asked how to disable call waiting. referred him to web site.
35005,Called about new account. Might switch soon. Wants more perks.
35009,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
35014,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
35026,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
35035,He expected more from Technical Support.
35037,Your customer handset was really bad. I had to wait forever to get help.
35040,The clearity of the calls was bad. Way too much static on the handset.
35051,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
35058,Asked about how to change his ring tones. Referred him to web site.
35066,Asked how to disable call waiting. referred him to web site.
35067,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
35068,bank account sucked
35069,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
35092,Wants information on our Internet service. Referred him to web site.
35093,Wants to add another bank account. Contacting provisioning.
35094,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
35100,Wants to know when we will unlimited Internet perks.
35103,Asking for a change of address and wants to switch accounts. Transeffered him to customer care.
35114,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
35116,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
35122,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
35124,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
35134,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
35142,Wants to get an additional loan working by the end of the week for his goat.
35150,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
35158,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
35161,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
35166,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
35169,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
35179,cant figure out how to check his vm when out of area. I referred him to our web site.
35183,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
35206,The clearity of the calls was bad. Way too much static on the handset.
35207,I suspect that the handset on my bank account was defective from the day I bought it.
35218,He claims his bill always seemed to have calls he did not make.
35232,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
35247,Lost the directions to bank account and wants another manual. I referred him to web site.
35248,Lost the directions to bank account and wants another manual. I referred him to web site.
35253,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
35261,Wants to get an additional loan working by the end of the week for his goat.
35264,Hopes to get an additonal loan working by the end of the week for his wife.
35278,Did not want to wait for us to implement GSM.
35283,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
35287,Wanted to know the nearest branch location. Wants to buy additional features.
35300,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
35301,Said his debit card never has worked well. Wants a new bank account ASAP.
35308,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
35321,Really is unhappy with the website. Claims the self service stuff does not work.
35341,Wanted to know the nearest branch locatn. Wants to buy additional features.
35343,The handset really sucked. I could not hear anything near my house.
35345,Wants to add another bank account. Contacting provisioning.
35346,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
35353,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
35359,Wanted to know the nearest branch location. Wants to buy additional access-ories.
35371,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
35391,bank account sucked
35409,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
35410,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
35412,Needed help figuring out his bill. I explained our minute charges.
35420,Said his debit card never has worked well. Wants a new bank account ASAP.
35424,transferred to manager ASAP
35438,Wants to change adress.
35439,Wants to know how to do credit card. Referred him to web site.
35446,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
35455,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
35458,Wanted to know the nearest branch lctn. Wants to buy additional features.
35466,Wants to get an additional loan working by the end of the week for his goat.
35467,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
35470,Lost the directions to bank account and wants another manual. I referred him to web site.
35473,Wanted to know the nearest branch lctn. Wants to buy additional features.
35475,Called about new account. Might switch soon. Wants more perks.
35480,Asked how to disable call waiting. referred him to web site.
35499,Wanted to know the nearest branch locatn. Wants to buy additional features.
35504,He does not know if the problems are related to the bank account or if it is just the debit card.
35506,Wants to change rate accounts to get family all on same bill. I transferred him to customer care.
35507,Wants to change adress.
35512,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
35530,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
35532,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
35536,He claims his bill always seemed to have calls he did not make.
35548,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
35555,cant figure out how to check his vm when out of area. I referred him to our web site.
35556,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
35558,He expected significantly better Technical Support.
35571,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
35575,Wants to change rate accounts to get family all on same bill. I transferred him to cust-omer care.
35588,Does not understand why he gets charged for roaming. I referred him to the web site.
35613,Wants to change rate accounts to get family all on same bill. I transferred him to customer care.
35616,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
35617,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
35620,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
35638,He expected more from Technical Support.
35647,cant figure out how to check his vm when out of area. I referred him to our web site.
35648,Wants an address change.
35657,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
35660,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
35666,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
35671,Wanted to know the nearest branch location. Wants to buy additional features.
35675,transferred to manager ASAP
35677,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
35678,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
35680,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
35682,Wants to add additional loans for family. Needs more info on rates.
35689,Lost the directions to bank account and wants another manual. I referred him to web site.
35699,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
35705,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
35707,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
35710,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
35711,He expected more from Technical Support.
35715,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
35719,Does not like the way the bank account works. It is to difficult compared to his last bank account.
35724,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
35725,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
35736,Is it possible that the handset is causing brain cancer. I heard about this from the news.
35738,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
35743,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
35744,Called to change his address and see if he could get a new number since he is moving to a different city.
35745,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
35760,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
35762,The handset really sucked. I could not hear anything near my house.
35782,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
35795,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
35799,Wants information on our Internet service. Referred him to web site.
35800,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
35810,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
35811,The signal on my handset was always weak. Even when I replaced the debit card.
35812,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
35818,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
35819,Your customer handset was really bad. I had to wait forever to get help.
35843,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
35869,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
35874,Does not understand why he gets charged for roaming. I referred him to the web site.
35879,He expected more from Technical Support.
35890,Wanted to know the nearest branch lctn. Wants to buy additional features.
35899,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
35900,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
35905,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
35910,Did not want to wait for us to implement GSM.
35930,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
35943,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
35957,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
35973,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
35978,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
35979,Is it possible that the handset is causing brain cancer. I heard about this from the news.
35992,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
35996,Wants to know how to do credit card. Referred him to website.
36005,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
36006,I expected significantly better service.
36028,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
36029,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
36032,Wants a new faceplate.
36038,transferred to manager ASAP
36046,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
36048,Hochie Momma
36052,I suspect that the handset on my bank account was defective from the day I bought it.
36056,Wanted to know the nearest branch location. Wants to buy additional features.
36057,Hochie Momma
36067,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
36068,Really wants the new bank account from XVYX which has the PDA built in.
36081,"His bank account still does not work properly. He can not understand it. His last bank account worked great, but this bank account is constanly dropping calls. He asked what he could do? He really just wants his old bank account back at this point."
36083,Wants a new faceplate.
36108,I had a terrible time with the handset. It really did not work well.
36121,Asked how to disable call waiting. referred him to web site.
36136,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
36137,Said his debit card never has worked well. Wants a new bank account ASAP.
36138,Hopes to get an additonal loan working by the end of the week for his wife.
36145,Wants to know how to do credit card. Referred him to website.
36149,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
36161,bank account sucked
36170,Hopes to get an additonal loan working by the end of the week for his wife.
36173,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
36177,Hopes to get an additonal loan working by the end of the week for his wife.
36178,He expected significantly better Technical Support.
36181,Called about new account. Might switch soon. Wants more perks.
36186,Wanted to know the nearest branch locatn. Wants to buy additional features.
36216,Said his batery never has worked well. Wants a new bank account ASAP.
36232,Is it possible that the handset is causing brain cancer. I heard about this from the news.
36243,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
36257,Wants information on our Internet service. Referred him to web site.
36259,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
36263,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
36270,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
36280,bank account sucked
36307,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
36309,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
36316,The clearity of the calls was bad. Way too much static on the handset.
36317,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
36318,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
36319,Wants to get an additional loan working by the end of the week for his goat.
36339,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
36340,Asked about how to change his ring tones. Referred him to web site.
36345,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
36346,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
36351,Does not understand why he gets charged for roaming. I referred him to the web site.
36366,Handset sucked
36367,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
36370,Said his debit card never has worked well. Wants a new bank account ASAP.
36378,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
36386,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
36387,Wants to add additional loans for family. Needs more info on rates.
36393,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
36396,Called about new account. Might switch soon. Wants more perks.
36400,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
36402,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
36423,He asked for a new bank account number. I referred him to customer care.
36431,Wanted to know the nearest branch locatn. Wants to buy additional features.
36444,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
36447,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
36448,Wants to add additional loans for family. Needs more info on rates.
36449,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
36451,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
36475,Did not want to wait for us to implement GSM.
36479,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
36482,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
36497,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
36502,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
36505,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
36511,Wanted to know the nearest branch location. Wants to buy additional access-ories.
36512,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
36528,Your customer handset was really bad. I had to wait forever to get help.
36541,Asked how to disable call waiting. referred him to web site.
36549,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
36562,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
36565,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
36573,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
36577,Wants to know how to do credit card. Referred him to web site.
36583,I expected significantly better service.
36588,"His bank account still does not work properly. He can not understand it. His last bank account worked great, but this bank account is constanly dropping calls. He asked what he could do? He really just wants his old bank account back at this point."
36595,He claims his bill always seemed to have calls he did not make.
36597,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
36599,He expected more from Technical Support.
36603,The clearity of the calls was bad. Way too much static on the handset.
36616,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
36628,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
36632,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
36640,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
36645,Said his debit card never has worked well. Wants a new bank account ASAP.
36647,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
36657,The handset reception was worse than abysmal.
36668,Wants to change address.
36670,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
36673,Called to change his address and see if he could get a new number since he is moving to a different city.
36684,Wants to change adress.
36691,Lost the directions to bank account and wants another manual. I referred him to web site.
36693,"Wants to add additional loans and bank accounts for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
36697,Your customer handset was really bad. I had to wait forever to get help.
36700,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
36702,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
36705,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
36709,Did not want to wait for us to implement GSM.
36710,Wants to know when we will unlimited Internet perks.
36713,Called about new account. Might switch soon. Wants more perks.
36718,I expected significantly better service.
36720,Wants to get an additional loan working by the end of the week for his goat.
36742,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
36750,He claims his bill always seemed to have calls he did not make.
36764,Wants information on our Internet service. Referred him to web site.
36767,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
36769,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
36775,He claims his bill always seemed to have calls he did not make.
36778,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
36811,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
36817,Really wants the new bank account from XVYX which has the PDA built in.
36820,Called to change his address and see if he could get a new number since he is moving to a different city.
36825,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
36828,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
36837,He expected significantly better Technical Support.
36841,Asked about how to change his ring tones. Referred him to web site.
36849,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
36852,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
36853,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
36877,Wanted to know the nearest branch lctn. Wants to buy additional features.
36882,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
36885,Wants to add additional loans for family. Needs more info on rates.
36888,Wants to know how to do credit card. Referred him to website.
36889,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
36895,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
36904,cant figure out how to check his vm when out of area. I referred him to our web site.
36910,cant figure out how to check his vm when out of area. I referred him to our web site.
36911,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
36913,Does not like the way the bank account works. It is to difficult compared to his last bank account.
36915,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
36916,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
36917,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
36920,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
36924,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
36931,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
36938,Hopes to get an additonal loan working by the end of the week for his wife.
36962,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
36965,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
36980,He found a better rate and no contract. He said he cold not wait until his contract expired.
36987,Wants a new faceplate.
37002,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
37010,Wants to change address.
37013,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
37014,Wants to change address.
37015,Called about new account. Might switch soon. Wants more perks.
37029,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
37043,Wants to add another bank account. Contacting provisioning.
37044,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
37050,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
37068,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
37075,Handset sucked
37076,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
37083,Your customer handset was really bad. I had to wait forever to get help.
37108,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
37109,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
37122,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
37125,Handset sucked
37129,transferred to manager ASAP
37131,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
37134,Is it possible that the handset is causing brain cancer. I heard about this from the news.
37145,Asking for a change of address and wants to switch accounts. Transeffered him to customer care.
37150,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
