ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
30127,Not Fraud,F,32,Married,Other
30128,Not Fraud,F,32,Married,Other
30129,Not Fraud,F,21,Single,Other
30130,Not Fraud,F,21,Single,Other
30131,Not Fraud,F,21,Single,Other
30132,Not Fraud,F,21,Single,Other
30133,Not Fraud,F,38,Single,Professional
30134,Not Fraud,F,38,Single,Professional
30135,Not Fraud,M,39,Married,Trades
30136,Not Fraud,M,39,Married,Trades
30137,Not Fraud,M,41,Single,Other
30138,Not Fraud,M,41,Single,Other
30139,Not Fraud,M,41,Single,Other
30140,Not Fraud,M,41,Single,Other
30141,Not Fraud,M,41,Single,Other
30142,Not Fraud,M,41,Single,Other
30143,Not Fraud,M,41,Married,Executive
30144,Not Fraud,M,41,Married,Executive
30145,Not Fraud,M,31,Married,Sales
30146,Not Fraud,M,31,Married,Sales
30147,Not Fraud,F,24,Married,Retail
30148,Not Fraud,F,24,Married,Retail
30149,Not Fraud,F,24,Married,Retail
30150,Not Fraud,F,24,Married,Retail
30151,Refer to Agent,M,52,Married,Other
30152,Refer to Agent,M,52,Married,Other
30153,Refer to Agent,M,52,Married,Other
30154,Not Fraud,M,44,Married,Trades
30155,Not Fraud,M,44,Married,Trades
30156,Not Fraud,M,44,Married,Trades
30157,Not Fraud,M,44,Married,Trades
30158,Not Fraud,F,30,Single,Professional
30159,Not Fraud,F,50,Unspecified,Sales
30160,Not Fraud,M,23,Single,Other
30161,Not Fraud,M,25,Married,Executive
30162,Not Fraud,M,27,Single,Other
30163,Refer to Agent,F,37,Married,Other
30164,Not Fraud,M,35,Married,Sales
30165,Not Fraud,F,22,Single,Other
30166,Not Fraud,M,27,Single,Other
30167,Not Fraud,M,20,Single,Professional
30168,Not Fraud,M,20,Single,Professional
30169,Not Fraud,M,20,Single,Professional
30170,Not Fraud,M,20,Single,Professional
30171,Not Fraud,M,20,Single,Professional
30172,Not Fraud,M,27,Single,Sales
30173,Not Fraud,M,27,Single,Sales
30174,Not Fraud,M,27,Single,Sales
30175,Not Fraud,M,43,Married,Sales
30176,Not Fraud,M,43,Married,Sales
30177,Not Fraud,M,43,Married,Sales
30178,Not Fraud,M,44,Married,Other
30179,Not Fraud,M,21,Single,Sales
30180,Not Fraud,M,21,Single,Sales
30181,Not Fraud,M,43,Single,Executive
30182,Not Fraud,M,43,Single,Executive
30183,Not Fraud,F,30,Married,Other
30184,Not Fraud,F,30,Married,Other
30185,Not Fraud,F,30,Married,Other
30186,Not Fraud,F,26,Married,Executive
30187,Not Fraud,M,37,Married,Trades
30188,Not Fraud,M,37,Single,Executive
30189,Not Fraud,M,37,Single,Executive
30190,Not Fraud,M,37,Single,Executive
30191,Not Fraud,M,38,Single,Other
30192,Not Fraud,M,38,Single,Other
30193,Not Fraud,M,40,Married,Other
30194,Not Fraud,F,24,Married,Other
30195,Not Fraud,F,34,Married,Hospitality
30196,Not Fraud,F,34,Married,Hospitality
30197,Refer to Agent,M,49,Married,Retired
30198,Refer to Agent,M,49,Married,Retired
30199,Fraud,M,20,Single,Student
30200,Not Fraud,M,25,Single,Other
30201,Not Fraud,F,25,Single,Retail
30202,Not Fraud,F,23,Single,Professional
30203,Not Fraud,M,33,Married,Other
30204,Not Fraud,F,20,Single,Retail
30205,Not Fraud,F,46,Married,Other
30206,Not Fraud,F,58,Unspecified,Hospitality
30207,Not Fraud,F,53,Married,Retired
30208,Not Fraud,M,43,Married,Sales
30209,Not Fraud,F,27,Married,Other
30210,Not Fraud,M,25,Single,Student
30211,Not Fraud,M,32,Married,Other
30212,Not Fraud,M,20,Single,Retail
30213,Not Fraud,F,44,Married,Executive
30214,Not Fraud,F,21,Single,Student
30215,Not Fraud,F,21,Single,Student
30216,Not Fraud,M,43,Single,Other
30217,Not Fraud,M,43,Single,Other
30218,Not Fraud,M,20,Single,Professional
30219,Not Fraud,F,67,Married,Retired
30220,Not Fraud,F,39,Married,Sales
30221,Not Fraud,F,29,Married,Other
30222,Not Fraud,M,24,Single,Trades
30223,Not Fraud,M,24,Single,Trades
30224,Not Fraud,M,24,Single,Trades
30225,Not Fraud,M,24,Single,Trades
30226,Not Fraud,M,24,Single,Trades
30227,Not Fraud,M,26,Single,Other
30228,Not Fraud,M,36,Married,Other
30229,Not Fraud,M,36,Married,Other
30230,Not Fraud,F,31,Single,Professional
30231,Not Fraud,M,30,Married,Other
30232,Not Fraud,M,42,Married,Executive
30233,Not Fraud,F,26,Single,Student
30234,Not Fraud,M,32,Married,Other
30235,Refer to Agent,M,32,Single,Other
30236,Refer to Agent,M,32,Single,Other
30237,Not Fraud,M,23,Single,Sales
30238,Not Fraud,F,52,Married,Other
30239,Not Fraud,F,42,Married,Other
30240,Not Fraud,F,42,Married,Other
30241,Fraud,F,42,Married,Other
30242,Not Fraud,F,20,Single,Professional
30243,Not Fraud,M,23,Single,Trades
30244,Not Fraud,M,23,Single,Trades
30245,Not Fraud,M,30,Married,Executive
30246,Not Fraud,M,37,Married,Other
30247,Not Fraud,F,25,Single,Other
30248,Not Fraud,M,36,Married,Sales
30249,Not Fraud,M,35,Single,Other
30250,Refer to Agent,M,35,Single,Other
30251,Not Fraud,M,35,Single,Other
30252,Not Fraud,M,22,Single,Trades
30253,Fraud,M,22,Single,Trades
30254,Not Fraud,M,22,Single,Trades
30255,Not Fraud,F,34,Unspecified,Sales
30256,Not Fraud,F,34,Unspecified,Sales
30257,Not Fraud,M,38,Married,Executive
30258,Not Fraud,M,38,Married,Executive
30259,Not Fraud,M,38,Married,Executive
30260,Not Fraud,F,34,Married,Other
30261,Not Fraud,F,34,Married,Other
30262,Not Fraud,F,34,Married,Other
30263,Not Fraud,F,29,Single,Other
30264,Not Fraud,F,29,Single,Other
30265,Not Fraud,F,49,Married,Executive
30266,Not Fraud,F,49,Married,Executive
30267,Not Fraud,F,49,Married,Executive
30268,Not Fraud,F,49,Married,Executive
30269,Not Fraud,M,31,Unspecified,Professional
30270,Not Fraud,M,31,Unspecified,Professional
30271,Not Fraud,M,43,Married,Trades
30272,Not Fraud,M,43,Married,Trades
30273,Not Fraud,M,43,Married,Trades
30274,Not Fraud,M,24,Single,Trades
30275,Not Fraud,M,24,Single,Trades
30276,Not Fraud,M,24,Single,Trades
30277,Not Fraud,M,38,Married,Executive
30278,Not Fraud,M,38,Married,Executive
30279,Not Fraud,M,38,Married,Executive
30280,Not Fraud,M,38,Married,Executive
30281,Fraud,M,38,Married,Executive
30282,Not Fraud,M,38,Married,Executive
30283,Not Fraud,M,38,Married,Executive
30284,Not Fraud,M,38,Married,Executive
30285,Not Fraud,F,54,Unspecified,Hospitality
30286,Not Fraud,F,54,Unspecified,Hospitality
30287,Fraud,F,54,Unspecified,Hospitality
30288,Not Fraud,F,54,Unspecified,Hospitality
30289,Not Fraud,F,35,Single,Other
30290,Not Fraud,F,35,Single,Other
30291,Not Fraud,F,25,Married,Other
30292,Not Fraud,F,25,Married,Other
30293,Refer to Agent,F,50,Married,Other
30294,Refer to Agent,F,50,Married,Other
30295,Refer to Agent,F,50,Married,Other
30296,Refer to Agent,F,50,Married,Other
30297,Refer to Agent,F,50,Married,Other
30298,Fraud,F,57,Married,Retired
30299,Not Fraud,F,57,Married,Retired
30300,Fraud,F,57,Married,Retired
30301,Not Fraud,F,36,Married,Professional
30302,Not Fraud,F,36,Married,Professional
30303,Not Fraud,F,28,Single,Retail
30304,Not Fraud,F,28,Single,Retail
30305,Not Fraud,M,25,Single,Professional
30306,Fraud,M,25,Single,Professional
30307,Not Fraud,M,22,Single,Trades
30308,Not Fraud,M,22,Single,Trades
30309,Not Fraud,M,22,Single,Trades
30310,Not Fraud,M,22,Single,Trades
30311,Not Fraud,F,51,Unspecified,Hospitality
30312,Not Fraud,F,51,Unspecified,Hospitality
30313,Not Fraud,M,38,Married,Other
30314,Not Fraud,M,38,Married,Other
30315,Not Fraud,M,38,Married,Other
30316,Refer to Agent,M,44,Unspecified,Other
30317,Refer to Agent,M,44,Unspecified,Other
30318,Not Fraud,M,44,Unspecified,Other
30319,Refer to Agent,M,44,Unspecified,Other
30320,Refer to Agent,M,44,Unspecified,Other
30321,Not Fraud,F,46,Unspecified,Hospitality
30322,Not Fraud,F,46,Unspecified,Hospitality
30323,Not Fraud,F,46,Unspecified,Hospitality
30324,Not Fraud,F,46,Unspecified,Hospitality
30325,Not Fraud,F,28,Single,Other
30326,Not Fraud,F,28,Single,Other
30327,Not Fraud,F,28,Single,Other
30328,Not Fraud,F,38,Unspecified,Sales
30329,Not Fraud,F,38,Unspecified,Sales
30330,Not Fraud,M,36,Married,Other
30331,Not Fraud,M,36,Married,Other
30332,Not Fraud,M,41,Unspecified,Other
30333,Refer to Agent,M,41,Unspecified,Other
30334,Refer to Agent,M,41,Unspecified,Other
30335,Refer to Agent,M,41,Unspecified,Other
30336,Not Fraud,M,19,Single,Trades
30337,Not Fraud,M,19,Single,Trades
30338,Not Fraud,F,30,Married,Hospitality
30339,Not Fraud,F,30,Married,Hospitality
30340,Not Fraud,F,30,Married,Executive
30341,Not Fraud,F,30,Married,Executive
30342,Not Fraud,F,30,Married,Executive
30343,Not Fraud,F,30,Married,Executive
30344,Not Fraud,F,30,Married,Executive
30345,Not Fraud,F,34,Married,Other
30346,Fraud,F,34,Married,Other
30347,Not Fraud,F,34,Married,Other
30348,Not Fraud,F,34,Married,Other
30349,Not Fraud,F,34,Married,Other
30350,Not Fraud,F,37,Unspecified,Hospitality
30351,Not Fraud,F,37,Unspecified,Hospitality
30352,Not Fraud,F,37,Unspecified,Hospitality
30353,Not Fraud,F,37,Unspecified,Hospitality
30354,Not Fraud,F,38,Married,Other
30355,Not Fraud,F,38,Married,Other
30356,Not Fraud,F,38,Married,Other
30357,Not Fraud,M,43,Unspecified,Trades
30358,Not Fraud,M,43,Unspecified,Trades
30359,Not Fraud,M,26,Married,Professional
30360,Not Fraud,M,26,Married,Professional
30361,Not Fraud,M,26,Married,Professional
30362,Refer to Agent,M,31,Single,Sales
30363,Not Fraud,M,31,Single,Sales
30364,Refer to Agent,M,31,Single,Sales
30365,Refer to Agent,M,31,Single,Sales
30366,Refer to Agent,M,31,Single,Sales
30367,Not Fraud,F,27,Single,Retail
30368,Not Fraud,F,27,Single,Retail
30369,Not Fraud,M,39,Married,Other
30370,Not Fraud,M,39,Married,Other
30371,Not Fraud,M,39,Married,Other
30372,Not Fraud,F,33,Married,Other
30373,Not Fraud,F,33,Married,Other
30374,Fraud,F,33,Married,Other
30375,Not Fraud,M,25,Married,Professional
30376,Not Fraud,M,25,Married,Professional
30377,Refer to Agent,M,53,Married,Other
30378,Refer to Agent,M,53,Married,Other
30379,Refer to Agent,M,53,Married,Other
30380,Not Fraud,F,36,Single,Other
30381,Not Fraud,F,36,Single,Other
30382,Not Fraud,M,29,Married,Sales
30383,Not Fraud,M,29,Married,Sales
30384,Not Fraud,M,29,Married,Sales
30385,Not Fraud,M,29,Married,Sales
30386,Refer to Agent,M,29,Married,Sales
30387,Not Fraud,M,29,Married,Sales
30388,Not Fraud,M,29,Married,Sales
30389,Not Fraud,M,29,Married,Sales
30390,Not Fraud,M,35,Single,Executive
30391,Not Fraud,M,35,Single,Executive
30392,Not Fraud,M,35,Single,Executive
30393,Not Fraud,M,35,Single,Executive
30394,Not Fraud,F,66,Married,Retired
30395,Fraud,F,66,Married,Retired
30396,Not Fraud,M,34,Single,Other
30397,Refer to Agent,M,34,Single,Other
30398,Refer to Agent,M,34,Single,Other
30399,Not Fraud,F,34,Married,Other
30400,Not Fraud,F,34,Married,Other
30401,Fraud,F,34,Married,Other
30402,Not Fraud,F,34,Married,Other
30403,Fraud,F,34,Married,Other
30404,Not Fraud,M,32,Married,Other
30405,Not Fraud,M,32,Married,Other
30406,Not Fraud,M,32,Married,Other
30407,Not Fraud,M,32,Married,Other
30408,Not Fraud,M,32,Married,Other
30409,Not Fraud,F,20,Single,Other
30410,Not Fraud,F,20,Single,Other
30411,Not Fraud,F,41,Married,Professional
30412,Not Fraud,F,41,Married,Professional
30413,Not Fraud,M,30,Married,Sales
30414,Not Fraud,M,30,Married,Sales
30415,Not Fraud,M,30,Married,Sales
30416,Not Fraud,M,43,Married,Other
30417,Not Fraud,M,43,Married,Other
30418,Fraud,M,43,Married,Other
30419,Not Fraud,M,30,Married,Sales
30420,Not Fraud,M,30,Married,Sales
30421,Not Fraud,M,35,Married,Other
30422,Not Fraud,M,35,Married,Other
30423,Refer to Agent,M,56,Married,Other
30424,Refer to Agent,M,56,Married,Other
30425,Refer to Agent,M,56,Married,Other
30426,Not Fraud,F,43,Unspecified,Hospitality
30427,Not Fraud,F,43,Unspecified,Hospitality
30428,Not Fraud,F,25,Single,Other
30429,Not Fraud,F,25,Single,Other
30430,Not Fraud,M,48,Married,Professional
30431,Not Fraud,M,48,Married,Professional
30432,Not Fraud,F,36,Single,Professional
30433,Not Fraud,F,36,Single,Professional
30434,Not Fraud,F,36,Single,Professional
30435,Not Fraud,F,21,Single,Retail
30436,Not Fraud,F,21,Single,Retail
30437,Not Fraud,M,23,Single,Other
30438,Not Fraud,M,23,Single,Other
30439,Not Fraud,M,23,Single,Other
30440,Not Fraud,M,23,Single,Other
30441,Not Fraud,M,30,Single,Trades
30442,Not Fraud,M,30,Single,Trades
30443,Not Fraud,M,30,Single,Trades
30444,Not Fraud,M,30,Single,Trades
30445,Not Fraud,M,30,Single,Trades
30446,Refer to Agent,M,44,Married,Other
30447,Refer to Agent,M,44,Married,Other
30448,Refer to Agent,M,44,Married,Other
30449,Refer to Agent,M,44,Married,Other
30450,Refer to Agent,M,44,Married,Other
30451,Refer to Agent,M,44,Married,Other
30452,Not Fraud,M,18,Single,Student
30453,Fraud,M,18,Single,Student
30454,Not Fraud,F,51,Married,Other
30455,Not Fraud,F,51,Married,Other
30456,Not Fraud,M,25,Married,Other
30457,Not Fraud,M,25,Married,Other
30458,Not Fraud,M,39,Single,Professional
30459,Not Fraud,M,39,Single,Professional
30460,Not Fraud,M,39,Single,Professional
30461,Not Fraud,M,39,Single,Professional
30462,Not Fraud,M,39,Single,Professional
30463,Not Fraud,F,46,Married,Other
30464,Not Fraud,F,46,Married,Other
30465,Not Fraud,F,46,Married,Other
30466,Not Fraud,F,46,Married,Other
30467,Refer to Agent,M,26,Married,Professional
30468,Not Fraud,M,26,Married,Professional
30469,Not Fraud,M,26,Married,Professional
30470,Not Fraud,M,26,Married,Professional
30471,Refer to Agent,M,56,Unspecified,Other
30472,Refer to Agent,M,56,Unspecified,Other
30473,Not Fraud,M,56,Unspecified,Other
30474,Refer to Agent,M,56,Unspecified,Other
30475,Refer to Agent,M,56,Unspecified,Other
30476,Refer to Agent,M,56,Unspecified,Other
30477,Not Fraud,F,25,Married,Other
30478,Not Fraud,F,25,Married,Other
30479,Refer to Agent,M,53,Married,Professional
30480,Refer to Agent,M,53,Married,Professional
30481,Not Fraud,M,53,Married,Professional
30482,Not Fraud,M,53,Married,Professional
30483,Not Fraud,M,53,Married,Professional
30484,Not Fraud,M,19,Single,Other
30485,Not Fraud,M,19,Single,Other
30486,Not Fraud,M,19,Single,Other
30487,Not Fraud,M,19,Single,Other
30488,Not Fraud,M,40,Married,Executive
30489,Not Fraud,M,40,Married,Executive
30490,Not Fraud,M,40,Married,Executive
30491,Not Fraud,M,40,Married,Executive
30492,Not Fraud,F,40,Married,Other
30493,Not Fraud,F,40,Married,Other
30494,Fraud,F,40,Married,Other
30495,Not Fraud,M,22,Single,Retail
30496,Not Fraud,M,22,Single,Retail
30497,Fraud,F,69,Married,Other
30498,Not Fraud,F,69,Married,Other
30499,Not Fraud,F,29,Married,Professional
30500,Not Fraud,F,29,Married,Professional
30501,Not Fraud,F,46,Married,Executive
30502,Not Fraud,F,46,Married,Executive
30503,Not Fraud,F,46,Married,Executive
30504,Not Fraud,M,32,Single,Other
30505,Not Fraud,M,32,Single,Other
30506,Not Fraud,M,32,Single,Other
30507,Not Fraud,M,32,Single,Other
30508,Refer to Agent,M,44,Unspecified,Other
30509,Refer to Agent,M,44,Unspecified,Other
30510,Refer to Agent,M,44,Unspecified,Other
30511,Refer to Agent,M,44,Unspecified,Other
30512,Not Fraud,M,44,Unspecified,Other
30513,Refer to Agent,M,44,Unspecified,Other
30514,Refer to Agent,M,44,Unspecified,Other
30515,Not Fraud,M,21,Single,Other
30516,Not Fraud,M,21,Single,Other
30517,Not Fraud,M,21,Single,Other
30518,Not Fraud,M,40,Single,Other
30519,Not Fraud,M,40,Single,Other
30520,Not Fraud,M,40,Single,Other
30521,Not Fraud,M,40,Single,Other
30522,Not Fraud,F,24,Single,Other
30523,Not Fraud,F,48,Married,Executive
30524,Not Fraud,F,48,Married,Executive
30525,Not Fraud,F,48,Married,Executive
30526,Not Fraud,F,48,Married,Executive
30527,Not Fraud,M,29,Married,Sales
30528,Not Fraud,M,29,Married,Sales
30529,Not Fraud,M,29,Married,Sales
30530,Not Fraud,M,29,Married,Sales
30531,Not Fraud,F,29,Single,Hospitality
30532,Not Fraud,F,29,Single,Hospitality
30533,Not Fraud,F,29,Single,Hospitality
30534,Not Fraud,F,19,Single,Professional
30535,Not Fraud,F,19,Single,Professional
30536,Not Fraud,F,19,Single,Professional
30537,Not Fraud,F,45,Married,Hospitality
30538,Not Fraud,F,45,Married,Hospitality
30539,Not Fraud,F,45,Married,Hospitality
30540,Not Fraud,F,45,Married,Hospitality
30541,Fraud,F,45,Married,Hospitality
30542,Not Fraud,M,26,Single,Trades
30543,Not Fraud,M,26,Single,Trades
30544,Not Fraud,M,26,Single,Trades
30545,Refer to Agent,M,40,Unspecified,Other
30546,Refer to Agent,M,40,Unspecified,Other
30547,Refer to Agent,M,40,Unspecified,Other
30548,Refer to Agent,M,40,Unspecified,Other
30549,Not Fraud,M,25,Single,Sales
30550,Not Fraud,M,25,Single,Sales
30551,Not Fraud,M,25,Single,Sales
30552,Not Fraud,M,25,Single,Sales
30553,Not Fraud,F,36,Married,Sales
30554,Not Fraud,F,36,Married,Sales
30555,Not Fraud,F,25,Married,Other
30556,Not Fraud,F,25,Married,Other
30557,Refer to Agent,F,56,Unspecified,Hospitality
30558,Refer to Agent,F,56,Unspecified,Hospitality
30559,Refer to Agent,F,56,Unspecified,Hospitality
30560,Not Fraud,F,66,Married,Other
30561,Not Fraud,F,66,Married,Other
30562,Not Fraud,F,19,Single,Student
30563,Not Fraud,F,19,Single,Student
30564,Fraud,F,19,Single,Student
30565,Fraud,F,19,Single,Student
30566,Not Fraud,F,29,Married,Professional
30567,Not Fraud,F,29,Married,Professional
30568,Not Fraud,M,28,Single,Other
30569,Not Fraud,M,28,Single,Other
30570,Not Fraud,M,28,Single,Other
30571,Not Fraud,M,28,Single,Other
30572,Not Fraud,M,28,Single,Other
30573,Not Fraud,M,30,Married,Executive
30574,Not Fraud,M,30,Married,Executive
30575,Not Fraud,M,30,Married,Executive
30576,Not Fraud,F,20,Single,Retail
30577,Not Fraud,F,20,Single,Retail
30578,Not Fraud,F,20,Single,Retail
30579,Not Fraud,M,43,Married,Trades
30580,Not Fraud,M,43,Married,Trades
30581,Not Fraud,M,43,Married,Trades
30582,Not Fraud,F,24,Single,Other
30583,Not Fraud,F,24,Single,Other
30584,Not Fraud,F,20,Single,Other
30585,Not Fraud,F,20,Single,Other
30586,Not Fraud,F,20,Single,Other
30587,Not Fraud,F,29,Single,Student
30588,Not Fraud,F,29,Single,Student
30589,Not Fraud,F,42,Married,Other
30590,Not Fraud,F,42,Married,Other
30591,Not Fraud,F,42,Married,Other
30592,Not Fraud,F,42,Married,Other
30593,Not Fraud,F,42,Married,Other
30594,Not Fraud,F,29,Single,Student
30595,Not Fraud,F,29,Single,Student
30596,Not Fraud,F,28,Single,Retail
30597,Not Fraud,F,28,Single,Retail
30598,Not Fraud,F,26,Single,Student
30599,Not Fraud,F,26,Single,Student
30600,Not Fraud,F,29,Single,Professional
30601,Not Fraud,F,29,Single,Professional
30602,Not Fraud,F,48,Married,Other
30603,Not Fraud,F,48,Married,Other
30604,Not Fraud,F,48,Married,Other
30605,Fraud,F,48,Married,Other
30606,Not Fraud,F,48,Married,Other
30607,Fraud,F,48,Married,Other
30608,Not Fraud,M,34,Married,Other
30609,Not Fraud,M,34,Married,Other
30610,Not Fraud,M,38,Married,Other
30611,Not Fraud,M,38,Married,Other
30612,Not Fraud,M,38,Married,Other
30613,Not Fraud,M,38,Married,Other
30614,Not Fraud,F,26,Single,Student
30615,Not Fraud,F,26,Single,Student
30616,Not Fraud,F,26,Single,Student
30617,Not Fraud,F,45,Unspecified,Hospitality
30618,Not Fraud,F,45,Unspecified,Hospitality
30619,Fraud,F,45,Unspecified,Hospitality
30620,Not Fraud,M,33,Single,Other
30621,Not Fraud,M,33,Single,Other
30622,Not Fraud,M,32,Single,Professional
30623,Not Fraud,M,32,Single,Professional
30624,Not Fraud,M,32,Single,Professional
30625,Not Fraud,M,32,Single,Professional
30626,Not Fraud,M,32,Single,Professional
30627,Not Fraud,F,32,Single,Other
30628,Not Fraud,F,32,Single,Other
30629,Not Fraud,M,32,Married,Trades
30630,Not Fraud,M,32,Married,Trades
30631,Not Fraud,M,32,Married,Trades
30632,Not Fraud,F,31,Single,Professional
30633,Not Fraud,F,31,Single,Professional
30634,Refer to Agent,M,51,Married,Professional
30635,Refer to Agent,M,51,Married,Professional
30636,Refer to Agent,M,51,Married,Professional
30637,Refer to Agent,M,51,Married,Professional
30638,Refer to Agent,M,51,Married,Professional
30639,Not Fraud,F,23,Single,Retail
30640,Not Fraud,F,23,Single,Retail
30641,Not Fraud,M,30,Married,Professional
30642,Not Fraud,M,30,Married,Professional
30643,Not Fraud,F,40,Married,Retired
30644,Not Fraud,F,40,Married,Retired
30645,Not Fraud,M,29,Married,Other
30646,Not Fraud,M,29,Married,Other
30647,Not Fraud,M,29,Married,Other
30648,Not Fraud,M,29,Married,Other
30649,Not Fraud,M,39,Married,Professional
30650,Not Fraud,M,39,Married,Professional
30651,Not Fraud,M,39,Married,Professional
30652,Not Fraud,M,27,Single,Other
30653,Not Fraud,M,27,Single,Other
30654,Not Fraud,F,46,Married,Executive
30655,Not Fraud,F,46,Married,Executive
30656,Fraud,F,46,Married,Executive
30657,Not Fraud,F,61,Unspecified,Hospitality
30658,Not Fraud,F,61,Unspecified,Hospitality
30659,Not Fraud,F,61,Unspecified,Hospitality
30660,Not Fraud,F,45,Married,Professional
30661,Not Fraud,F,45,Married,Professional
30662,Not Fraud,F,22,Married,Other
30663,Not Fraud,F,22,Married,Other
30664,Not Fraud,F,22,Married,Other
30665,Fraud,F,22,Married,Other
30666,Not Fraud,M,19,Single,Student
30667,Not Fraud,M,19,Single,Student
30668,Not Fraud,F,43,Unspecified,Hospitality
30669,Refer to Agent,F,43,Unspecified,Hospitality
30670,Not Fraud,M,40,Married,Trades
30671,Not Fraud,M,40,Married,Trades
30672,Not Fraud,F,46,Married,Executive
30673,Not Fraud,F,46,Married,Executive
30674,Not Fraud,F,46,Married,Executive
30675,Not Fraud,F,46,Married,Executive
30676,Not Fraud,F,27,Single,Other
30677,Not Fraud,F,27,Single,Other
30678,Not Fraud,M,30,Married,Executive
30679,Not Fraud,M,30,Married,Executive
30680,Not Fraud,M,30,Married,Executive
30681,Not Fraud,M,30,Married,Executive
30682,Not Fraud,M,30,Married,Executive
30683,Not Fraud,F,34,Married,Other
30684,Not Fraud,F,34,Married,Other
30685,Not Fraud,F,34,Married,Other
30686,Not Fraud,F,34,Married,Other
30687,Not Fraud,F,34,Married,Other
30688,Not Fraud,F,35,Married,Other
30689,Not Fraud,F,35,Married,Other
30690,Not Fraud,F,35,Married,Other
30691,Not Fraud,F,35,Married,Other
30692,Fraud,F,35,Married,Other
30693,Not Fraud,M,19,Single,Other
30694,Not Fraud,M,19,Single,Other
30695,Not Fraud,F,39,Single,Professional
30696,Not Fraud,F,39,Single,Professional
30697,Not Fraud,M,25,Single,Other
30698,Not Fraud,M,25,Single,Other
30699,Not Fraud,M,25,Single,Other
30700,Not Fraud,M,25,Single,Other
30701,Not Fraud,M,25,Single,Other
30702,Not Fraud,F,30,Married,Executive
30703,Not Fraud,F,30,Married,Executive
30704,Not Fraud,F,30,Married,Executive
30705,Not Fraud,F,30,Married,Executive
30706,Not Fraud,F,30,Married,Executive
30707,Not Fraud,M,40,Married,Other
30708,Not Fraud,M,40,Married,Other
30709,Not Fraud,M,40,Married,Other
30710,Not Fraud,M,40,Married,Other
30711,Not Fraud,M,40,Married,Other
30712,Not Fraud,M,40,Married,Other
30713,Not Fraud,M,27,Single,Trades
30714,Not Fraud,M,27,Single,Trades
30715,Not Fraud,M,27,Single,Trades
30716,Refer to Agent,M,27,Single,Trades
30717,Refer to Agent,M,49,Married,Professional
30718,Refer to Agent,M,49,Married,Professional
30719,Refer to Agent,M,49,Married,Professional
30720,Not Fraud,F,24,Single,Other
30721,Not Fraud,F,24,Single,Other
30722,Not Fraud,M,33,Married,Other
30723,Not Fraud,M,33,Married,Other
30724,Not Fraud,M,33,Married,Other
30725,Not Fraud,M,33,Married,Other
30726,Not Fraud,M,33,Married,Other
30727,Not Fraud,M,33,Married,Other
30728,Not Fraud,M,35,Married,Other
30729,Not Fraud,M,35,Married,Other
30730,Not Fraud,M,35,Married,Other
30731,Not Fraud,M,35,Married,Other
30732,Not Fraud,M,32,Married,Sales
30733,Not Fraud,M,32,Married,Sales
30734,Not Fraud,M,32,Married,Sales
30735,Not Fraud,M,32,Married,Sales
30736,Not Fraud,F,60,Married,Retired
30737,Not Fraud,F,60,Married,Retired
30738,Not Fraud,M,38,Married,Other
30739,Not Fraud,M,38,Married,Other
30740,Not Fraud,M,38,Married,Other
30741,Not Fraud,M,38,Married,Other
30742,Not Fraud,M,19,Single,Sales
30743,Not Fraud,M,19,Single,Sales
30744,Not Fraud,M,19,Single,Sales
30745,Not Fraud,M,19,Single,Sales
30746,Not Fraud,F,29,Single,Professional
30747,Not Fraud,M,41,Single,Sales
30748,Not Fraud,M,41,Single,Sales
30749,Not Fraud,M,41,Single,Sales
30750,Not Fraud,F,36,Unspecified,Hospitality
30751,Not Fraud,F,36,Unspecified,Hospitality
30752,Refer to Agent,M,59,Married,Professional
30753,Not Fraud,M,59,Married,Professional
30754,Not Fraud,M,42,Single,Professional
30755,Not Fraud,M,42,Single,Professional
30756,Not Fraud,F,28,Single,Professional
30757,Not Fraud,F,29,Single,Professional
30758,Not Fraud,M,29,Single,Other
30759,Not Fraud,M,29,Single,Other
30760,Refer to Agent,F,37,Married,Other
30761,Refer to Agent,F,37,Married,Other
30762,Refer to Agent,F,37,Married,Other
30763,Not Fraud,F,43,Married,Retired
30764,Not Fraud,M,21,Single,Professional
30765,Not Fraud,M,21,Single,Professional
30766,Not Fraud,M,23,Single,Professional
30767,Not Fraud,M,35,Married,Other
30768,Refer to Agent,M,24,Single,Other
30769,Not Fraud,M,24,Single,Other
30770,Not Fraud,M,27,Single,Other
30771,Not Fraud,F,51,Married,Retired
30772,Not Fraud,M,21,Single,Sales
30773,Not Fraud,M,21,Single,Sales
30774,Not Fraud,M,28,Single,Other
30775,Not Fraud,M,25,Single,Sales
30776,Not Fraud,M,37,Married,Trades
30777,Fraud,M,37,Married,Trades
30778,Not Fraud,F,30,Married,Hospitality
30779,Not Fraud,F,30,Married,Hospitality
30780,Not Fraud,F,27,Married,Other
30781,Not Fraud,F,27,Married,Other
30782,Not Fraud,M,36,Married,Executive
30783,Not Fraud,F,43,Married,Executive
30784,Refer to Agent,M,46,Married,Trades
30785,Refer to Agent,M,46,Married,Trades
30786,Refer to Agent,F,57,Married,Other
30787,Not Fraud,M,22,Single,Professional
30788,Not Fraud,M,22,Single,Professional
30789,Not Fraud,M,24,Single,Student
30790,Fraud,M,24,Single,Student
